영화코드,영화명(국문),상영시간,장르,감독,배우1,배우2,배우3,참여 영화사1,참여 영화사2
20070473,러브 인 클라우즈,120.0,드라마,존 듀이건,샤를리즈 테론,페넬로페 크루즈,없음,예지림엔터테인먼트,(주)코랄픽쳐스
20101209,라스트 갓파더,103.0,코미디,심형래,심형래,마이클 리스폴리,하비 케이틀,㈜영구아트,CJ ENM
20101223,헬로우 고스트,111.0,코미디,김영탁,차태현,강예원,이문수,(주)워터앤트리,(주)넥스트엔터테인먼트월드(NEW)
20101222,황해,156.0,스릴러,나홍진,김윤석,하정우,조성하,㈜팝콘필름,(주)쇼박스
20101224,해리 포터와 죽음의 성물1,146.0,미스터리,데이빗 예이츠,다니엘 래드클리프,엠마 왓슨,루퍼트 그린트,헤이데이필름,워너브러더스 코리아(주)
20101225,트론: 새로운 시작,125.0,SF,조셉 코신스키,제프 브리지스,가렛 헤드룬드,올리비아 와일드,라이브플래닛,한국소니픽쳐스릴리징브에나비스타영화㈜
20101348,새미의 어드벤쳐,85.0,애니메이션,벤 스타센,멜라니 그리피스,이사벨 퍼만,유리 로웬탈,엔웨이브필름,CJ ENM
20101226,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,97.0,애니메이션,유야마 쿠니히코,이선호,김선혜,문남숙,이스트저팬마케팅앤커뮤니케이션,씨제이 씨지브이(CJ CGV)(주)
20101221,쩨쩨한 로맨스,118.0,코미디,김정훈,이선균,최강희,류현경,(주)크리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트
20101071,아메리칸,105.0,범죄,안톤 코르빈,조지 클루니,없음,없음,포커스피쳐스,스모크하우스
20101378,쓰리 데이즈,133.0,범죄,폴 해기스,러셀 크로우,엘리자베스 뱅크스,없음,라이온스 게이트 필름즈,피델리트 필름
20100962,"울지마, 톤즈",91.0,다큐멘터리,구수환,이금희,없음,없음,KBS,주식회사 마운틴픽쳐스
20101200,김종욱 찾기,112.0,멜로/로맨스,장유정,임수정,공유,천호진,(주)수필름,CJ ENM
20101213,나니아 연대기: 새벽 출정호의 항해,112.0,판타지,마이클 앱티드,벤 반스,조지 헨리,윌 폴터,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20101212,투어리스트,100.0,드라마,플로리안 헨켈 폰 도너스마르크,안젤리나 졸리,조니 뎁,없음,지케이필름,한국소니픽쳐스릴리징브에나비스타영화㈜
20101227,톨스토이의 마지막 인생,112.0,드라마,마이클 호프만,헬렌 미렌,크리스토퍼 플러머,폴 지아마티,에고리토셀필름,제피르필름
20101138,베리드,95.0,드라마,로드리고 코르테스,라이언 레이놀즈,없음,없음,버서스 프로덕션,(주)화앤담이엔티
20101208,나는 나비,100.0,다큐멘터리,정흠문,윤도현,박태희,김진원,(주)인디플러그,없음
20101113,이층의 악당,115.0,코미디,손재곤,오재균,한석규,김혜수,(유)이층의 악당 문화산업전문회사,(주)싸이더스
20101014,워리어스 웨이,100.0,액션,이승무,장동건,케이트 보스워스,제프리 러쉬,컬쳐 언플러그드 스튜디오,(주)에스씨에스엔터테인먼트
20101133,스카이 라인,93.0,액션,콜린 스트로즈,에릭 벌포,스카티 톰슨,토니 블랙,블랙먼데이필름서비스,(주)화앤담이엔티
20100213,부당거래,119.0,범죄,류승완,황정민,김승훈,류승범,필름트레인,(주)외유내강
20101140,라스트 엑소시즘,86.0,공포(호러),다니엘 스탬,패트릭 파비언,애슐리 벨,아이리스 바,스트라이크엔터테인먼트,(주)시너지하우스 (시너지)
20101118,스위치,102.0,멜로/로맨스,조쉬 고든,제니퍼 애니스턴,제이슨 베이트먼,없음,보나피데프로덕션즈,씨너스엔터테인먼트(주)
20101010,초능력자,114.0,SF,김민석,김한나,강동원,고수,영화사 집,(주)넥스트엔터테인먼트월드(NEW)
20101013,소셜 네트워크,120.0,드라마,데이빗 핀처,제시 아이젠버그,앤드류 가필드,저스틴 팀버레이크,콜럼비아 픽쳐스 코포레이션,워터홀컴퍼니(주)
20101206,더 콘서트,122.0,드라마,라두 미하일레아누,알렉세이 구스코프,드미트리 나자로브,없음,유니버설픽쳐스인터내셔널 코리아(유),(주)화인픽쳐스
20101132,듀 데이트,95.0,코미디,토드 필립스,로버트 다우니 주니어,자크 갈리피아나키스,미셸 모나한,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
20101170,렛 미 인,116.0,드라마,맷 리브스,코디 스밋 맥피,클로이 모레츠,리차드 젠킨스,EFTI,롯데쇼핑㈜롯데엔터테인먼트
20101070,언스토퍼블,98.0,액션,토니 스콧,덴젤 워싱턴,크리스 파인,없음,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주)
20101012,페스티발,110.0,코미디,이해영,신하균,박소현,김아중,(주)영화사아침,(주)타이거픽쳐스
20101109,두 여자,105.0,멜로/로맨스,정윤수,문소연,정준호,심이영,(주)케이앤엔터테인먼트,CJ ENM
20101011,쏘우 3D,89.0,공포(호러),케빈 그루터트,토빈 벨,코스타스 맨다이어,벳시 러셀,어비거보트,㈜케이디미디어
20101008,레드,111.0,액션,로베르트 슈벤트케,브루스 윌리스,모건 프리먼,존 말코비치,서미트 엔터티인먼트,(주)화앤담이엔티
20101009,불량남녀,108.0,코미디,신근호,임창정,엄지원,이영란,㈜트라이앵글픽쳐스,㈜비오비시네마
20101069,데블,80.0,공포(호러),존 에릭 도들,크리스 메시나,로건 마샬-그린,제니 오하라,미디어라이트캐피탈,유니버설픽쳐스인터내셔널 코리아(유)
20101039,돌이킬 수 없는,88.0,미스터리,박수영,천보근,이정진,김태우,(주)재크필름,㈜케이디미디어
20100302,심야의 F.M.,106.0,스릴러,김상만,수애,유지태,정혜영,(주)주말의 명화,(주)홍필름
20101006,가디언의 전설,96.0,애니메이션,잭 스나이더,휴고 위빙,짐 스터게스,라이언 콴튼,워너 브러더스 픽쳐스,워너브러더스 코리아(주)
20101038,대지진,136.0,드라마,펑샤오강,쉬판,왕자문,장국강,당산시 정부,차이나필름그룹
20101165,스즈미야 하루히의 소실,163.0,코미디,이시하라 타츠야,스기타 토모카즈,치하라 미노리,마츠오카 유키,에이원엔터테인먼트,㈜크래커픽쳐스
20101047,하비의 마지막 로맨스,92.0,멜로/로맨스,조엘 홉킨스,더스틴 호프만,엠마 톰슨,없음,오버츄어 필름,(주)영화사 진진
20101007,나탈리,90.0,멜로/로맨스,주경중,이성재,김지훈,박현진,(주)상상엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트
20100975,레터스 투 줄리엣,105.0,멜로/로맨스,게리 위닉,아만다 사이프리드,크리스토퍼 에건,가엘 가르시아 베르날,서미트 엔터티인먼트,(주)넥스트엔터테인먼트월드(NEW)
20101015,파라노말 액티비티 2,90.0,공포(호러),토드 윌리엄스,케이티 피더스턴,미카 슬로앳,없음,파라마운트 픽쳐스,CJ ENM
20100834,시라노; 연애조작단,121.0,멜로/로맨스,김현석,엄태웅,이민정,최다니엘,(주)명필름,롯데쇼핑㈜롯데엔터테인먼트
20100835,방가? 방가!,110.0,코미디,육상효,김인권,김정태,신현빈,(주)상상역엔터테인먼트,(주)시너지하우스 (시너지)
20090950,월 스트리트: 머니 네버 슬립스,133.0,드라마,올리버 스톤,샤이아 라보프,마이클 더글라스,캐리 멀리건,에드워드 알 프레스만 필름 코포레이션,이십세기폭스코리아(주)
20090946,플래닛 51,91.0,애니메이션,호르헤 블랑코,드웨인 존슨,제시카 비엘,저스틴 롱,이라이온 애니메이션,(주)쇼박스
20100979,검우강호,112.0,액션,오우삼,정우성,양자경,서희원,베이징,(주)에스비에스콘텐츠허브
20100057,참을 수 없는,114.0,멜로/로맨스,권칠인,추자현,정찬,김흥수,아이앤코스모스(주)시네와이즈필름,(주)시네와이즈필름
20101004,된장,105.0,미스터리,이서군,류승룡,이요원,이동욱,필름있수다,CJ ENM
20100977,적인걸: 측천무후의 비밀,123.0,액션,서극,유덕화,양가휘,리빙빙,후아위 브라더스 미디어,롯데쇼핑㈜롯데엔터테인먼트
20100980,22 블렛,118.0,액션,리샤르 베리,장 르노,카드 메라드,없음,유로파 Corp.,㈜케이디미디어
20100991,먹고 기도하고 사랑하라,139.0,드라마,라이언 머피,줄리아 로버츠,제임스 프랭코,없음,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
20100214,아저씨,119.0,액션,이정범,원빈,김새론,김희원,오퍼스픽쳐스(유),CJ ENM
20100814,슈퍼  배드,95.0,애니메이션,피에르 꼬팽,미란다 코스그로브,스티브 카렐,태연,일루미네이션 엔터테인먼트,유니버설픽쳐스인터내셔널 코리아(유)
20100833,무적자,124.0,드라마,송해성,주진모,송승헌,김강우,핑거프린트(주),CJ ENM
20100305,해결사,100.0,액션,권혁재,이영수,설경구,이정진,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW)
20100811,레지던트 이블 4: 끝나지 않은 전쟁 3D,96.0,공포(호러),폴 W.S. 앤더슨,밀라 요보비치,웬트워스 밀러,없음,콘스탄틴 필름 프로덕션,한국소니픽쳐스릴리징브에나비스타영화㈜
20100810,마루 밑 아리에티,94.0,애니메이션,요네바야시 히로마사,시다 미라이,카미키 류노스케,미우라 토모카즈,스튜디오 지브리,CJ ENM
20100813,퀴즈왕,121.0,코미디,장진,김수로,한재석,이재용,소란플레이먼트(주),(주)시네마서비스
20100329,그랑프리,109.0,드라마,양윤호,김태희,양동근,박근형,(주)네버엔딩스토리,(주)싸이더스
20100812,캣츠 앤 독스 2,82.0,가족,브래드 페이튼,닐 패트릭 해리스,크리스 오도넬,베트 미들러,시디2 필름,워너브러더스 코리아(주)
20100925,노다메 칸타빌레 Vol.1,121.0,코미디,타케우치 히데키,타마키 히로시,우에노 주리,없음,시네 바자,(주)미로비젼
20100281,김복남 살인사건의 전말,115.0,스릴러,장철수,한동학,서영희,백수련,(주)필마픽쳐스 ,(주)토리픽쳐스
20100312,인셉션,147.0,드라마,크리스토퍼 놀란,레오나르도 디카프리오,엘렌 페이지,마리옹 꼬띠아르,워너 브러더스 픽쳐스,레젼데리 픽쳐스
20100301,악마를 보았다,144.0,스릴러,김지운,이병헌,최민식,조승민,(주)페퍼민트앤컴퍼니,(주)씨즈엔터테인먼트
20100766,킬러스,100.0,액션,로버트 루게틱,애쉬튼 커처,캐서린 헤이글,없음,카탈스트 필름,라이온스 게이트 필름즈
20100816,피라냐,88.0,액션,알렉산더 아야,엘리자베스 슈,제시카 스자르,제리 오코넬,아톰셰어 엔터테인먼트,에스케이텔레콤(주)
20100767,라스트 에어벤더,103.0,액션,M. 나이트 샤말란,잭슨 라스본,데브 파텔,노아 링어,파라마운트 픽쳐스,CJ ENM
20100808,애프터 라이프,103.0,드라마,아그네츠카 보토위츠 보슬루,크리스티나 리치,리암 니슨,저스틴 롱,레쥬,(주)시너지하우스 (시너지)
20100807,뮬란: 전사의 귀환,110.0,액션,마초성,조미,천쿤,없음,베이징,(유)영화사 화수분
20100809,에브리바디 올라잇,106.0,코미디,리사 촐로덴코,줄리안 무어,아네트 베닝,마크 러팔로,만달레이,(주)화천공사
20100377,토이 스토리 3,102.0,가족,리 언크리치,톰 행크스,조앤 쿠삭,없음,픽사 애니메이션 스튜디오,월트디즈니 애니메이션 스튜디오
20100794,프레데터스,106.0,액션,님로드 안탈,애드리언 브로디,토퍼 그레이스,앨리스 브라가,투엔티쓰 센츄리-폭스 필름 코퍼레이션,이십세기폭스코리아(주)
20100300,죽이고 싶은,92.0,스릴러,김상화,천호진,유해진,김혜정,(주)펀치볼,롯데쇼핑㈜롯데엔터테인먼트
20100768,익스펜더블,103.0,스릴러,실베스터 스탤론,실베스터 스탤론,제이슨 스타뎀,이연걸,밀레니엄 필름즈,(주)싸이더스
20100815,센츄리온,97.0,액션,닐 마샬,마이클 패스벤더,도미닉 웨스트,올가 쿠릴렌코,셀라도르,(주)쇼박스
20100789,골든 슬럼버,139.0,스릴러,나카무라 요시히로,사카이 마사토,다케우치 유코,없음,CJ ENM,Dub
20100796,아바타 3D 스페셜에디션,170.0,SF,제임스 카메론,샘 워싱턴,조 샐다나,없음,이십세기폭스코리아(주),이십세기폭스코리아(주)
20100769,폐가,84.0,공포(호러),이철하,신경선,윤이나,전인걸,데이지엔터테인먼트,HY Films
20100382,스텝 업 3D,107.0,드라마,존 추,샤니 빈슨,릭 말람브리,애덤 G. 세바니,오프스프링,(주)화앤담이엔티
20100370,솔트,99.0,스릴러,필립 노이스,안젤리나 졸리,없음,없음,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜
20100788,마법천자문: 대마왕의 부활을 막아라,85.0,애니메이션,윤영기,박현,인한국,윤소라,(주)디엔에이프로덕션,디앤에이프로덕션
20090952,내니맥피 2: 유모와마법소동,109.0,가족,수잔나 화이트,엠마 톰슨,없음,없음,유니버셜 픽쳐스,워킹 타이틀 필름
20100758,오션월드 3D,82.0,다큐멘터리,장-자크 망텔로,마리옹 꼬띠아르,없음,없음,㈜케이디미디어,㈜케이디미디어
20100764,엑스페리먼트,95.0,드라마,폴 쉐어링,애드리언 브로디,포레스트 휘테커,캠 지갠뎃,인페르노 디스트리뷰션,(주)새인컴퍼니
20100209,이끼,163.0,드라마,강우석,정재영,박해일,유준상,(주)시네마서비스,㈜렛츠필름
20100763,디센트: Part 2,93.0,공포(호러),존 해리스,슈어나 맥도널드,나탈리 잭슨 멘도자,크리스틴 커밍스,셀라도르,롯데쇼핑㈜롯데엔터테인먼트
20090953,오션스,87.0,다큐멘터리,자크 클로드,정보석,배한성,진지희,가라티필름,롯데쇼핑㈜롯데엔터테인먼트
20100326,고死 두 번째 이야기: 교생실습,84.0,공포(호러),유선동,김수로,황정음,윤시윤,(주)코어콘텐츠미디어,(주)넥스트엔터테인먼트월드(NEW)
20100380,마음이2,92.0,드라마,이정철,달이,성동일,김정태,북경금전영업유한공사,(주)씨엘엔터테인먼트
20100378,명탐정 코난: 천공의 난파선,100.0,애니메이션,야마모토 야스이치로,타카야마 미나미,야마자키 와카나,야마구치 캇페이,도쿄 무비 신사,에이원엔터테인먼트
20100379,극장판 도라에몽: 진구의 인어대해전,98.0,애니메이션,쿠스바 고조,카카즈 유미,미즈타 와사비,문남숙,TV 아사히,토호 컴퍼니
20100333,슈렉 포에버,93.0,애니메이션,마이크 미첼,마이크 마이어스,카메론 디아즈,에디 머피,드림웍스 애니메이션,CJ ENM
20100381,마법사의 제자,107.0,드라마,존 터틀타웁,니콜라스 케이지,모니카 벨루치,없음,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜
20100361,이클립스,124.0,판타지,데이빗 슬레이드,크리스틴 스튜어트,로버트 패틴슨,테일러 로트너,서미트 엔터티인먼트,(주)넥스트엔터테인먼트월드(NEW)
20100296,포화속으로,120.0,드라마,이재한,차승원,권상우,최승현,(주)태원엔터테인먼트,(주)유비유필름
20100310,나잇&데이,109.0,액션,제임스 맨골드,톰 크루즈,카메론 디아즈,없음,뉴리전시 픽쳐스,리젠시 엔터프라이즈
20100353,파괴된 사나이,114.0,드라마,우민호,김명민,엄기준,박주미,아이러브시네마,(주)아이필름홀딩스
